"SUID","citcount","ct_count","isExcludedFromPaths","level","meshterms","name","pmid","pubdate","pubtypes","score","selected","shared name","title","type","wosid"
"162291",,"0","false",,"","valentino p",,"20000201","","1","false","valentino p",,"author",
"162292",,"0","false",,"","zappia m",,"20000201","","1","false","zappia m",,"author",
"162306",,"0","false",,"","anwar k",,"20030822","","2","false","anwar k",,"author",
"162310",,"0","false",,"","thellman ca",,"19851201","","1","false","thellman ca",,"author",
"162313",,"0","false",,"","roxborough he",,"20000101","","1","false","roxborough he",,"author",
"162314",,"0","false",,"","burton gw",,"19900101","","5","false","burton gw",,"author",
"162311",,"0","false",,"","shireman rb",,"19851201","","1","false","shireman rb",,"author",
"162321",,"0","false",,"","quinones v",,"20010201","","2","false","quinones v",,"author",
"162322",,"0","false",,"","amigo l",,"20010201","","2","false","amigo l",,"author",
"162320",,"0","false",,"","mardones p",,"20010201","","3","false","mardones p",,"author",
"162325",,"0","false",,"","miettinen he",,"19941119","","3","false","miettinen he",,"author",
"162326",,"0","false",,"","trigatti b",,"20010201","","1","false","trigatti b",,"author",
"162323",,"0","false",,"","moreno m",,"20010201","","1","false","moreno m",,"author",
"162324",,"0","false",,"","miquel jf",,"20010201","","1","false","miquel jf",,"author",
"162327",,"0","false",,"","krieger m",,"20010201","","4","false","krieger m",,"author",
"162328",,"0","false",,"","vanpatten s",,"20010201","","1","false","vanpatten s",,"author",
