"SUID","citcount","ct_count","isExcludedFromPaths","level","meshterms","name","pmid","pubdate","pubtypes","score","selected","shared name","title","type","wosid"
"76118",,"0","false",,"","ackerman ta",,"20150501","","1","false","ackerman ta",,"author",
"76117",,"0","false",,"","robison ce",,"20150501","","1","false","robison ce",,"author",
"76119",,"0","false",,"","davis pg",,"20150501","","1","false","davis pg",,"author",
"76130",,"1","false",,"","izzo r",,"20011031","","2","false","izzo r",,"author",
"76129",,"0","false",,"","trimarco v",,"20150415","","1","false","trimarco v",,"author",
"76132",,"0","false",,"","rozza f",,"20150415","","1","false","rozza f",,"author",
"76131",,"0","false",,"","stabile e",,"20150415","","1","false","stabile e",,"author",
"76134",,"0","false",,"","manzi mv",,"20150415","","1","false","manzi mv",,"author",
"76133",,"0","false",,"","santoro m",,"20150415","","1","false","santoro m",,"author",
"76136",,"0","false",,"","giacomo schiattarella g",,"20150415","","1","false","giacomo schiattarella g",,"author",
"76135",,"0","false",,"","serino f",,"20150415","","1","false","serino f",,"author",
"76138",,"1","false",,"","trimarco b",,"20011031","","3","false","trimarco b",,"author",
"76137",,"0","false",,"","esposito g",,"20150415","","1","false","esposito g",,"author",
"76140",,"0","false",,"","constans j",,"20150414","","1","false","constans j",,"author",
"76142",,"0","false",,"","martin jf",,"20150414","","1","false","martin jf",,"author",
"76141",,"0","false",,"","bennetau-pelissero c",,"20150414","","1","false","bennetau-pelissero c",,"author",
"76144",,"0","false",,"","mazur a",,"20040729","","2","false","mazur a",,"author",
"76143",,"0","false",,"","rock e",,"20150414","","1","false","rock e",,"author",
"76146",,"0","false",,"","morand c",,"20150414","","1","false","morand c",,"author",
"76145",,"0","false",,"","bedel a",,"20150414","","1","false","bedel a",,"author",
"76147",,"0","false",,"","berard am",,"20150414","","1","false","berard am",,"author",
"76150",,"0","false",,"","stezhka t",,"20150414","","1","false","stezhka t",,"author",
"76149",,"0","false",,"","packard c",,,"","0","false","packard c",,"author",
"76152",,"0","false",,"","yoshino k",,"20150101","","1","false","yoshino k",,"author",
"76154",,"0","false",,"","shichiri m",,"19970801","","2","false","shichiri m",,"author",
"76153",,"0","false",,"","umeno a",,"20150101","","1","false","umeno a",,"author",
"76156",,"0","false",,"","ishida n",,"20150101","","1","false","ishida n",,"author",
"76155",,"0","false",,"","watanabe h",,"20150101","","1","false","watanabe h",,"author",
"76158",,"0","false",,"","iwaki s",,"20150101","","1","false","iwaki s",,"author",
"76157",,"0","false",,"","kojima m",,"20150101","","1","false","kojima m",,"author",
"76160",,"0","false",,"","yoshida y",,"20070328","","2","false","yoshida y",,"author",
"76159",,"0","false",,"","hagihara y",,"20150101","","1","false","hagihara y",,"author",
"76166",,"0","false",,"","kriengsinyos w",,"20150411","","1","false","kriengsinyos w",,"author",
"76168",,"0","false",,"","komindr s",,"20150411","","1","false","komindr s",,"author",
"76167",,"0","false",,"","wangtong a",,"20150411","","1","false","wangtong a",,"author",
